1,0,0,0,0,0,0,0,0
2,-1,1,-4,-3,0,0,0,-1
3,-3,-6,-9,-5,-3,-2,0,0
4,2,1,-8,-5,-1,-1,-2,0
5,1,3,6,4,2,1,1,1
6,1,1,-4,-1,-2,-2,-1,1
7,-3,-2,-8,-5,-3,-1,-1,-3
8,-1,0,-8,-6,0,0,-1,-1
9,-2,-5,0,5,-3,-3,-2,-3
10,0,-6,-10,-6,-1,0,1,-1
11,0,6,7,-8,-6,-3,-1,0
12,-4,-8,5,1,-1,-2,-2,0
13,-1,3,4,-3,-1,0,-1,0
14,2,5,5,-5,-1,-1,-1,1
15,2,1,-5,4,0,-2,1,0
16,-4,6,16,-7,-2,0,-1,-7
17,-2,0,-3,0,0,1,1,0
18,-5,-10,-10,2,0,0,-1,-3
19,-1,8,3,-4,-2,-3,-2,1
20,-3,-19,-28,0,4,4,4,1
21,-2,0,-18,1,-1,-1,-1,-2
22,-5,11,14,-1,3,0,3,-1
23,-2,0,15,-4,-4,-3,-13,-4
24,-3,-31,-84,5,-2,-5,-9,-4
25,9,22,44,3,2,1,2,4
26,-2,-18,-14,-6,-3,0,-3,-1
27,-16,-22,-1,-3,0,1,1,-3
28,8,23,19,7,-4,-8,-18,-8
29,-9,-32,-43,-10,-2,1,10,2
30,-9,-38,-37,-14,-6,-8,0,-8
31,-1,-11,-13,1,0,-5,-2,-4
32,-5,-12,25,0,-5,3,7,-3
33,-2,18,12,7,0,-5,-14,-4
34,-8,3,-7,-13,-2,-9,-20,-8
35,0,-6,15,2,7,7,25,9
36,-3,19,14,-5,-8,-9,-35,-10
37,4,21,10,4,0,-5,4,-5
38,-10,-25,-64,-3,5,7,10,3
39,3,-3,-16,-8,-3,4,19,3
40,-8,-31,-11,-35,-19,-14,-23,-7
41,17,21,-26,27,16,24,37,21
42,0,-16,-27,-9,2,-16,-58,-20
43,-20,-1,-11,-5,-4,-3,16,-8
44,13,10,70,8,1,-8,-14,16
45,11,-26,31,12,5,22,58,23
46,11,-104,-108,-8,5,13,25,26
47,14,31,2,11,14,-1,-13,-7
48,9,-28,39,-26,-5,13,54,29
49,-30,-86,28,-15,3,10,1,10
50,-20,-56,-12,-1,-2,-13,-68,-46
51,50,-27,3,-10,3,13,67,55
52,-12,-77,3,-22,-13,-11,-27,-10
53,0,53,52,23,-16,-22,-61,-49
54,-11,58,-63,31,10,-11,-77,-46
55,1,-39,42,-19,-3,14,94,62
56,16,96,-46,-28,-10,4,-7,-3
57,47,112,19,-22,-7,12,77,39
58,13,102,57,22,-10,-14,-41,-21
59,-36,-48,-49,-12,-9,3,15,-31
60,35,-26,-34,-16,-6,-2,19,31
61,-35,-27,19,-9,-16,2,35,4
62,-38,4,-39,-40,3,-13,-98,-58
63,42,4,69,45,-8,-12,-50,-4
64,13,1,-10,-15,-8,11,88,33
65,-59,-2,87,71,0,-12,-74,-26
66,20,-2,-128,18,31,-8,-42,-20
67,18,-4,48,-35,-2,-10,47,18
68,40,5,-128,-42,0,14,38,42
69,2,1,34,26,-4,-1,-25,-10
70,20,-1,45,49,0,-12,-11,11
71,46,-7,-7,21,5,-38,15,11
72,-11,-4,-32,-30,-1,11,-6,-13
73,-13,-3,-36,-46,-2,29,86,35
74,25,1,43,-27,-4,6,18,27
75,3,3,49,-15,5,-6,-31,-20
76,-36,0,-72,-34,-3,-9,-39,-2
77,-7,2,-60,19,5,6,2,-22
78,24,-4,110,8,-27,-44,-87,-21
79,-5,1,-66,37,24,-1,26,5
80,31,-3,-36,19,16,45,96,33
81,-100,-1,63,22,9,7,38,-35
82,32,2,62,65,23,7,-15,16
83,53,1,90,-42,-4,26,43,32
84,-63,-6,-39,-66,-26,-44,-102,-63
